Id,furniture,type,url,rate,delivery,sale,price
1660,USB 5V 1A Lithium Battery Charging Module Lipo Charge,USB  V  A Lithium Battery Charging Module Lipo Charge,https://www.jumia.com.eg//ar/generic-usb-5v-1a-lithium-battery-charging-module-lipo-charge-37017342.html,0.0,61.36,48%,46.1
1661,Romantic chaise longue,Modern Home,https://www.jumia.com.eg//ar/generic-romantic-chaise-longue-16045-cm-37365965.html,0.0,172.14,0%,3000.0
1662,Corner bed,Rango,https://www.jumia.com.eg//ar/corner-bed-260190-cm-purple-free-pouf-4040-cm-rango-mpg884867.html,5.0,172.14,8%,6000.0
1663,lazy sofa gaming kid toddler Beanbag Chair Adult,lazy sofa gaming kid toddler Beanbag Chair Adult,https://www.jumia.com.eg//ar/generic-rodeo-waterproof-beanbag-chair-coverstuffed-animal-storage-rose-red-40566413.html,0.0,416.89,29%,1379.0
1664,High heels  Die Stencils Eming DIY Scrapbooking,High heels  Die Stencils Eming DIY Scrapbooking,https://www.jumia.com.eg//ar/generic-high-heels-die-stencils-eming-diy-scrapbooking-38487439.html,0.0,43.39,44%,158.0
1665,Waterproof Pear Bean Bag,Penguin Group,https://www.jumia.com.eg//ar/penguin-group-pear-bean-bag-waterproof-9580-cm-blue-22982651.html,0.0,52.44,5%,699.0
1666,OR Multi-purpose Perfect Airtight 1000ML Food Storage Container  For PREUP Transparent,OR Multi purpose Perfect Airtight     ML Food Storage Container  For PREUP Transparent,https://www.jumia.com.eg//ar/generic-or-multi-purpose-perfect-airtight-1000ml-food-storage-container-for-preup-transparent-15657206.html,0.0,156.98,67%,1199.0
1667,OR Cute Deer Pattern DIY Diamond Painting Charming Cross Stitch Art multi-color mixed,OR Cute Deer Pattern DIY Diamond Painting Charming Cross Stitch Art multi color mixed,https://www.jumia.com.eg//ar/generic-or-cute-deer-pattern-diy-diamond-painting-charming-cross-stitch-art-multi-color-mixed-16397425.html,0.0,112.38,68%,500.0
1668,"White sofa, white color, designed by Art House Furniture",Art House,https://www.jumia.com.eg//ar/art-house-sofa-white-beige-color-designed-by-art-house-furniture-35067278.html,0.0,172.14,34%,23000.0
1669,Sofa Bed,Rango,https://www.jumia.com.eg//ar/sofa-bed-120x190-cm-grey-rango-mpg707991.html,3.9,172.14,18%,4000.0
1670,",: ( )",Embroidered Retro Home Sofa Cushion Pillow Cover  Size      cm Without Core Light Coffee,https://www.jumia.com.eg//ar/generic-embroidered-retro-home-sofa-cushion-pillow-cover-size4848cm-without-corelight-coffee-23237925.html,0.0,251.87,33%,799.0
1671,Modern sofa table,Marfy Touch,https://www.jumia.com.eg//ar/marfy-touch-modern-living-room-table-1206030-cm-brown-29672161.html,0.0,172.14,40%,4500.0
1672,4Pcs Swivel Head Vacuum Cleaner Brush Cleaner Nozzle Suction Floor Nozzle with Adapter Swivel Head Carpet Cleaner Parts,Pcs Swivel Head Vacuum Cleaner Brush Cleaner Nozzle Suction Floor Nozzle with Adapter Swivel Head Carpet Cleaner Parts,https://www.jumia.com.eg//ar/generic-4pcs-swivel-head-vacuum-cleaner-brush-cleaner-nozzle-suction-floor-nozzle-with-adapter-swivel-head-carpet-cleaner-parts-38424797.html,0.0,450.58,49%,1467.57
1673,100x 14mm Feet Pad Skid Glide Nail Protector Chair Table,x   mm Feet Pad Skid Glide Nail Protector Chair Table,https://www.jumia.com.eg//ar/generic-100x-14mm-feet-pad-skid-glide-nail-protector-chair-table-31148118.html,0.0,97.21,50%,242.0
1674,20Pcs Vintage Drawer Door Cabinet Iron Shell Cup Handle,Pcs Vintage Drawer Door Cabinet Iron Shell Cup Handle,https://www.jumia.com.eg//ar/generic-20pcs-vintage-drawer-door-cabinet-iron-shell-cup-handle-37589856.html,0.0,207.9,50%,840.32
1675,Elegant Oriental Style Table - Brown,Elegant Oriental Style Table   Brown,https://www.jumia.com.eg//ar/generic-elegant-oriental-style-table-brown-29865053.html,0.0,172.14,0%,1800.0
1676,Modern home office design,Modern Home,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-9040-39699070.html,0.0,52.44,0%,860.0
1677,Safir Prestige Table,Safeer,https://www.jumia.com.eg//ar/safeer-prestige-table-large-coffee-table-red-41341733.html,0.0,172.14,0%,999.0
1678,Corner Protection Edge Protection Child Protection Baby Safety Mattress Soft Brown,Corner Protection Edge Protection Child Protection Baby Safety Mattress Soft Brown,https://www.jumia.com.eg//ar/generic-corner-protection-edge-protection-child-protection-baby-safety-mattress-soft-brown-31228610.html,0.0,19.75,48%,46.1
1679,OR 5D Diamond Painting Kit Full Drill Cross Stitch Arts Craft Canvas Wall Decor Multi-color,OR  D Diamond Painting Kit Full Drill Cross Stitch Arts Craft Canvas Wall Decor Multi color,https://www.jumia.com.eg//ar/generic-or-5d-diamond-painting-kit-full-drill-cross-stitch-arts-craft-canvas-wall-decor-multi-color-16401279.html,0.0,287.02,67%,1916.0
1682,1/12 Scale Dollhouse Couch Miniature Large Sofa with Pillow,Scale Dollhouse Couch Miniature Large Sofa with Pillow,https://www.jumia.com.eg//ar/generic-112-scale-dollhouse-couch-miniature-large-sofa-with-pillow-29899184.html,0.0,117.02,50%,574.0
1684,Sofa bed,Rango,https://www.jumia.com.eg//ar/rango-sofa-bed-rango-22894340.html,0.0,172.14,13%,4000.0
1685,Habitat (Platinum),Habitat,https://www.jumia.com.eg//ar/habitat-platinum-pocket-spring-mattress-120x190-height-23-cm-33193836.html,0.0,172.14,0%,3574.0
1686,Modern desk with side shelves,General,https://www.jumia.com.eg//ar/general-modern-office-with-side-shelves-white-red-10040-cm-38822928.html,0.0,52.44,53%,2000.01
1687,Home Gallery TV Unit Brown Black,Modern Home,https://www.jumia.com.eg//ar/generic-tv-unit-40x30x120-black-38494667.html,0.0,52.44,29%,1200.0
1688,Flower Pot Trays Ring Balcony Wall Mounted Pot Ring Holder Folding Metal Planter Stand Tray Flower Pot Tray,Flower Pot Trays Ring Balcony Wall Mounted Pot Ring Holder Folding Metal Planter Stand Tray Flower Pot Tray,https://www.jumia.com.eg//ar/generic-flower-pot-trays-ring-balcony-wall-mounted-pot-ring-holder-folding-metal-planter-stand-tray-flower-pot-tray-31798383.html,0.0,460.88,48%,2108.36
1689,Milano mattress with a bed,Global,https://www.jumia.com.eg//ar/global-milano-bed-mattress-width-180-height-28-cm-29535493.html,0.0,172.14,0%,5062.0
1690,Primo Sofa Bed,Arikaty,https://www.jumia.com.eg//ar/arikaty-primo-sofa-bed-dark-blue-22748515.html,0.0,172.14,10%,3999.0
1691,Portable Folding Chair Portable Beach Picnic Stool Fishing,Portable Folding Chair Portable Beach Picnic Stool Fishing,https://www.jumia.com.eg//ar/generic-portable-folding-chair-portable-beach-picnic-stool-fishing-31793653.html,0.0,498.49,50%,2636.0
1692,Bathroom Home & Living Leaf Box Dish Storage Plate Tray Holder Case Container Blue,Bathroom Home   Living Leaf Box Dish Storage Plate Tray Holder Case Container Blue,https://www.jumia.com.eg//ar/generic-bathroom-home-living-leaf-box-dish-storage-plate-tray-holder-case-container-blue-31229206.html,0.0,74.55,48%,114.17
1693,Habitat (Platinum),Habitat,https://www.jumia.com.eg//ar/habitat-platinum-pocket-spring-mattress-140x195-height-23-cm-33193834.html,0.0,172.14,0%,4167.0
1694,Ben Togo Baby Bed,Bean GO,https://www.jumia.com.eg//ar/bean2go-newborn-beanbag-bed-by-bean2go-23513403.html,0.0,52.44,0%,550.0
1695,Metal desk,Artistico,https://www.jumia.com.eg//ar/artistico-metal-desk-120-cm-19336929.html,4.0,52.44,17%,3000.0
1696,Wooden Portable Leg Foldable Computer Laptop Desk Picnic Table,Wooden Portable Leg Foldable Computer Laptop Desk Picnic Table,https://www.jumia.com.eg//ar/generic-wooden-portable-leg-foldable-computer-laptop-desk-picnic-table-31240802.html,0.0,652.89,49%,3383.77
1697,"Mora mattress, ten years guarantee, size is high",Modern Home,https://www.jumia.com.eg//ar/generic-mattress-width-150-length-195-high-30-24333658.html,0.0,172.14,11%,4000.0
1698,Caddy Pouf (Handmade) Diameter 1cm Height,Modern Home,https://www.jumia.com.eg//ar/generic-kade-pouf-hand-made-50-diameter-25-height-cm-29499427.html,0.0,52.44,25%,1200.0
1699,"Folding Step Stool Portable Chair Seat,",Folding Step Stool Portable Chair Seat,https://www.jumia.com.eg//ar/generic-folding-step-stool-portable-chair-seat-33445127.html,0.0,432.16,47%,2140.52
1700,OR DIY 5D Diamond Painting Deer Pattern Resin Cross Stitch Craft Home Decor D197 multi-color,OR DIY  D Diamond Painting Deer Pattern Resin Cross Stitch Craft Home Decor D    multi color,https://www.jumia.com.eg//ar/generic-or-diy-5d-diamond-painting-deer-pattern-resin-cross-stitch-craft-home-decor-d197-multi-color-16399177.html,0.0,116.82,68%,536.0
1701,Green black TV unit,Sarcomisr,https://www.jumia.com.eg//ar/sarcomisr-tv-unit-160x40x45-blackgreen-38653024.html,0.0,172.14,20%,2500.0
1702,Food Storage Container Square Kitchen Storage Box,Food Storage Container Square Kitchen Storage Box,https://www.jumia.com.eg//ar/generic-food-storage-container-square-kitchen-storage-box-37612647.html,0.0,317.3,50%,1431.68
1703,Corner bed,Rango,https://www.jumia.com.eg//ar/corner-bed-260190-cm-maroon-rango-mpg888486.html,3.5,172.14,8%,6000.0
1704,Italian black office chair,Modern Home,https://www.jumia.com.eg//ar/generic-office-chair-black-28196370.html,0.0,52.44,65%,999.0
1705,5PC Heavy Duty Furniture Mover for Home Shop Lifting Moving Furniture Sliders Kit Hand Transport Tool Load 440 / 660 Lbs,PC Heavy Duty Furniture Mover for Home Shop Lifting Moving Furniture Sliders Kit Hand Transport Tool Load           Lbs,https://www.jumia.com.eg//ar/generic-5pc-heavy-duty-furniture-mover-for-home-shop-lifting-moving-furniture-sliders-kit-hand-transport-tool-load-440-660-lbs-31797426.html,0.0,833.72,49%,4117.28
1706,Metal Chair - Black,Metal Chair   Black,https://www.jumia.com.eg//ar/generic-metal-chair-black-28072100.html,0.0,52.44,33%,750.0
1707,Decorative cover for electrical outlets,Modern Home,https://www.jumia.com.eg//ar/generic-decorative-junction-box-cover-20885790.html,5.0,172.14,0%,150.0
1708,His office is a cm TV,Modern Home,https://www.jumia.com.eg//ar/generic-modern-t.v-unit-1604040-cm-38918270.html,0.0,52.44,47%,7500.0
1709,Sofa bed,Rango,https://www.jumia.com.eg//ar/rango-sofa-bed-rango-25306300.html,0.0,172.14,13%,4000.0
1710,3D Kitten Puppy Broken Wall Decoration Sticker Bathroom Toilet Stickers Multicolor,D Kitten Puppy Broken Wall Decoration Sticker Bathroom Toilet Stickers Multicolor,https://www.jumia.com.eg//ar/generic-3d-kitten-puppy-broken-wall-decoration-sticker-bathroom-toilet-stickers-multicolor-17903233.html,0.0,72.42,84%,334.0
1711,Home Gallery White Desk,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-office-desk-75x40x90-white-26929346.html,0.0,22.23,17%,3018.0
1712,Chaise longue modern cm,Modern Home,https://www.jumia.com.eg//ar/generic-modern-chaise-lounges-1607575-cm-41364380.html,0.0,172.14,0%,3400.0
1713,Large Inflatable Sofa Chair Bean Bag Flocking PVC Garden,Large Inflatable Sofa Chair Bean Bag Flocking PVC Garden,https://www.jumia.com.eg//ar/generic-large-inflatable-sofa-chair-bean-bag-flocking-pvc-garden-37175394.html,0.0,529.07,40%,2352.96
1714,Cozy Bean Bag Taj Buff ( ),Modern Home,https://www.jumia.com.eg//ar/cozy-taj-buff-806060-red-41379388.html,0.0,52.44,0%,450.0
1715,Home Gallery beige natural wood table,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-natural-wood-table-50x45x45-beige-40745548.html,0.0,172.14,17%,2106.0
1716,Home Gallery Natural Wood Blue Chair,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-natural-wood-chair-80x70x80-blue-40747002.html,0.0,52.44,17%,7902.0
1717,Cozy Comfy Bean Bag ( ),Modern Home,https://www.jumia.com.eg//ar/cozy-comfy-beanbag-805550-40278039.html,0.0,52.44,0%,499.0
1718,Cozy Comfy Bean Bag ( ),Modern Home,https://www.jumia.com.eg//ar/cozy-comfy-beanbag-805550-40278046.html,0.0,52.44,0%,499.0
1719,Bed Desk Table Couch Stand Holder,Bed Desk Table Couch Stand Holder,https://www.jumia.com.eg//ar/generic-gold-replacement-furniture-legs-couchsofa-leg-bed-riser-12cm-golden-22295045.html,0.0,266.12,29%,356.0
1720,OR 5D DIY X08253 Handmade Full Diamond Painting Cross Stitch Embroidery Decor colorful,OR  D DIY X      Handmade Full Diamond Painting Cross Stitch Embroidery Decor colorful,https://www.jumia.com.eg//ar/generic-or-5d-diy-x08253-handmade-full-diamond-painting-cross-stitch-embroidery-decor-colorful-16397407.html,0.0,115.71,68%,527.0
1721,Modern comedino from Aul Lajshari,General,https://www.jumia.com.eg//ar/general-all-luxury-nightstand-ll-xx-31690830.html,0.0,52.44,30%,3000.0
1722,Manual Meat Grinder & Sausage Noodle Dishes Handheld Making Gadgets Mincer,Manual Meat Grinder   Sausage Noodle Dishes Handheld Making Gadgets Mincer,https://www.jumia.com.eg//ar/generic-manual-meat-grinder-sausage-noodle-dishes-handheld-making-gadgets-mincer-19580942.html,0.0,429.47,17%,1233.0
1723,OR W045 Small House Pattern DIY Embroidery Diamond Painting Cross Stitch Picture multi-color mixed,OR W    Small House Pattern DIY Embroidery Diamond Painting Cross Stitch Picture multi color mixed,https://www.jumia.com.eg//ar/generic-or-w045-small-house-pattern-diy-embroidery-diamond-painting-cross-stitch-picture-multi-color-mixed-16397741.html,0.0,118.67,68%,551.0
1724,", , : ( ",Gold Stamping Pillow Case Sofa Cushion Pillow Holder Home Decorations  No Pillow Core  Size    x  cm GOLD,https://www.jumia.com.eg//ar/generic-gold-stamping-pillow-case-sofa-cushion-pillow-holder-home-decorations-no-pillow-core-size-45x45cmgold001-19-23247890.html,0.0,144.57,38%,399.0
1725,bathroom unit,Beroia,https://www.jumia.com.eg//ar/beroia-bathroom-unit-27266763.html,0.0,52.44,0%,4850.0
1726,Jacquard Sofa Cover 2 Seater Stretch Elastic Stretch,Jacquard Sofa Cover   Seater Stretch Elastic Stretch,https://www.jumia.com.eg//ar/generic-jacquard-sofa-cover-2-seater-stretch-elastic-stretch-34478093.html,0.0,627.96,49%,3033.22
1727,Wall Mounted Shower Seat Bathroom Shower Folding Seat Folding Beach Bath Shower Stool Toilet Shower Chair,Wall Mounted Shower Seat Bathroom Shower Folding Seat Folding Beach Bath Shower Stool Toilet Shower Chair,https://www.jumia.com.eg//ar/generic-wall-mounted-shower-seat-bathroom-shower-folding-seat-folding-beach-bath-shower-stool-toilet-shower-chair-31406771.html,0.0,993.96,48%,4860.18
1728,Captonian surface cylindrical pouffe,Penguin,https://www.jumia.com.eg//ar/penguin-capitone-round-plush-puff-small-plush-3040-blue-38581494.html,0.0,52.44,13%,286.0
1729,Star Plus,Modern Home,https://www.jumia.com.eg//ar/generic-star-plus-40551216.html,0.0,172.14,0%,6450.0
1730,Metal desk,Artistico,https://www.jumia.com.eg//ar/artistico-metal-desk-120-cm-19200225.html,4.3,52.44,17%,3000.0
1731,",: ( )",Embroidered Retro Home Sofa Cushion Pillow Cover  Size      cm Without Core Coffe,https://www.jumia.com.eg//ar/generic-embroidered-retro-home-sofa-cushion-pillow-cover-size4848cm-without-corecoffe-23237866.html,0.0,251.87,33%,799.0
1732,", , : ( ",Gold Stamping Pillow Case Sofa Cushion Pillow Holder Home Decorations  No Pillow Core  Size    x  cm GOLD,https://www.jumia.com.eg//ar/generic-gold-stamping-pillow-case-sofa-cushion-pillow-holder-home-decorations-no-pillow-core-size-45x45cmgold001-6-23248352.html,0.0,144.57,38%,399.0
1733,Beige rattan chair,Modern Home,https://www.jumia.com.eg//ar/rattan-chair-beige-generic-mpg811019.html,5.0,10.83,17%,900.0
1734,KL-1-14 Glitter Sequins Sofa Throw Pillow Cover For Home Decoration Sofa Cushion Case(Pink),KL      Glitter Sequins Sofa Throw Pillow Cover For Home Decoration Sofa Cushion Case Pink,https://www.jumia.com.eg//ar/generic-kl-1-14-glitter-sequins-sofa-throw-pillow-cover-for-home-decoration-sofa-cushion-casepink-23244424.html,0.0,155.67,30%,399.0
1735,Glass Honey Jar Glass Honey Pot with Dipper & Lid Jar,Glass Honey Jar Glass Honey Pot with Dipper   Lid Jar,https://www.jumia.com.eg//ar/generic-glass-honey-jar-glass-honey-pot-with-dipper-lid-jar-30357313.html,0.0,191.93,50%,754.0
1736,Epoch Sylvanian Families Room set Big house with red roof Recommended furniture set Se-194,Epoch Sylvanian Families Room set Big house with red roof Recommended furniture set Se,https://www.jumia.com.eg//ar/epoch-sylvanian-families-room-set-big-house-with-red-roof-recommended-furniture-set-se-194-28220688.html,0.0,448.91,0%,1184.0
1737,Black sofa bed,Rango,https://www.jumia.com.eg//ar/rango-31-sofa-bed-black-20800074.html,4.0,172.14,18%,4000.0
1738,A wood bow with a diameter of cm,Modern Home,https://www.jumia.com.eg//ar/generic-wood-bow-tie-diameter-40-cm-28222153.html,0.0,172.14,18%,900.0
1739,"Modern capton bed, cm wood",Modern Home,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-120160195-cm-29237141.html,0.0,172.14,0%,6000.0
1740,Domino Mold Mold Domino Mold For Resin 28 Cavities Silicone,Domino Mold Mold Domino Mold For Resin    Cavities Silicone,https://www.jumia.com.eg//ar/generic-domino-mold-mold-domino-mold-for-resin-28-cavities-silicone-37617638.html,0.0,366.91,50%,1699.84
1741,Homztown Large Beanbag Blue,Homztown Large Beanbag Blue,https://www.jumia.com.eg//ar/homztown-large-beanbag-blue-23110173.html,0.0,52.44,37%,1150.0
1742,Home Gallery Wall Mounted Folding Desk Beige,x    cm,https://www.jumia.com.eg//ar/generic-home-gallery-wall-mounted-folding-drop-leaf-desk-120-x-60-cm-beige-x-white-40751954.html,0.0,52.44,17%,894.0
1743,Milano mattress with a bed,Global,https://www.jumia.com.eg//ar/global-milano-bed-mattress-width-150-height-28-cm-29535489.html,0.0,172.14,0%,4220.0
1744,",: ( )",Embroidered Retro Home Sofa Cushion Pillow Cover  Size      cm Without Core Light Coffee,https://www.jumia.com.eg//ar/generic-embroidered-retro-home-sofa-cushion-pillow-cover-size5858cm-without-corelight-coffee-23238096.html,0.0,266.67,36%,899.0
1745,Home-Universal Modern Sofa Furniture Seats Mat Cotton Non-Slip Cover Pad 90*160cm Croatia Style,Home Universal Modern Sofa Furniture Seats Mat Cotton Non Slip Cover Pad       cm Croatia Style,https://www.jumia.com.eg//ar/generic-home-universal-modern-sofa-furniture-seats-mat-cotton-non-slip-cover-pad-90160cm-croatia-style-9770897.html,0.0,785.23,24%,2183.0
1746,Keyboard Protection Webcam Cover Screen Light Red+Black,Keyboard Protection Webcam Cover Screen Light Red Black,https://www.jumia.com.eg//ar/generic-keyboard-protection-webcam-cover-screen-light-redblack-27031425.html,0.0,71.88,29%,231.0
1747,Rango Bed Sofa - 120 *190 Cm -  Teal,Rango Bed Sofa            Cm    Teal,https://www.jumia.com.eg//ar/rango-bed-sofa-120-190-cm-teal-18974972.html,0.0,172.14,13%,4000.0
1748,"Formula Dispenser, Non-Spill Baby Milk Powder Dispenser and Snack Cup, Baby Food Storage Container (Yellow)",Formula Dispenser  Non Spill Baby Milk Powder Dispenser and Snack Cup  Baby Food Storage Container  Yellow,https://www.jumia.com.eg//ar/generic-formula-dispenser-non-spill-baby-milk-powder-dispenser-and-snack-cup-baby-food-storage-container-yellow-32112605.html,0.0,86.3,46%,170.24
1749,Elegant Hand Painted Modern Vitrine - Classic French Style - Off White,Elegant Hand Painted Modern Vitrine   Classic French Style   Off White,https://www.jumia.com.eg//ar/generic-elegant-hand-painted-modern-vitrine-classic-french-style-off-white-30319555.html,0.0,52.44,0%,8500.0
1750,"Home Cushion Pillow Can Be Washed Without Core Heart-shaped Pillowcase, Size: 40x50cm(Brown)",Home Cushion Pillow Can Be Washed Without Core Heart shaped Pillowcase  Size    x  cm Brown,https://www.jumia.com.eg//ar/generic-home-cushion-pillow-can-be-washed-without-core-heart-shaped-pillowcase-size-40x50cmbrown-23240086.html,0.0,296.27,34%,999.0
